"","GO.ID","Term","KS"
"2061","GO:0010629","negative regulation of gene expression","0.0014"
"2062","GO:0048519","negative regulation of biological proces...","0.0020"
"2063","GO:0006402","mRNA catabolic process","0.0027"
"2064","GO:0001505","regulation of neurotransmitter levels","0.0027"
"2065","GO:0060322","head development","0.0032"
"2066","GO:0007166","cell surface receptor signaling pathway","0.0069"
"2067","GO:0006401","RNA catabolic process","0.0077"
"2068","GO:0007417","central nervous system development","0.0081"
"2069","GO:0043010","camera-type eye development","0.0106"
"2070","GO:0030900","forebrain development","0.0107"
"2071","GO:0001654","eye development","0.0078"
"2072","GO:0048880","sensory system development","0.0078"
"2073","GO:0150063","visual system development","0.0078"
"2074","GO:0042221","response to chemical","0.0134"
"2075","GO:0050877","nervous system process","0.0137"
"2076","GO:1903311","regulation of mRNA metabolic process","0.0157"
"2077","GO:0003008","system process","0.0231"
"2078","GO:0030030","cell projection organization","0.0268"
"2079","GO:0120036","plasma membrane bounded cell projection ...","0.0268"
"2080","GO:0034329","cell junction assembly","0.0293"
"2081","GO:0051093","negative regulation of developmental pro...","0.0017"
"2082","GO:0002521","leukocyte differentiation","0.0025"
"2083","GO:0030099","myeloid cell differentiation","0.0025"
"2084","GO:0030097","hemopoiesis","0.0031"
"2085","GO:0048534","hematopoietic or lymphoid organ developm...","0.0031"
"2086","GO:0048608","reproductive structure development","0.0034"
"2087","GO:0061458","reproductive system development","0.0034"
"2088","GO:1901701","cellular response to oxygen-containing c...","0.0077"
"2089","GO:0002520","immune system development","0.0088"
"2090","GO:0065009","regulation of molecular function","0.0088"
"2091","GO:0048534","hematopoietic or lymphoid organ developm...","2.6e-05"
"2092","GO:0002520","immune system development","3.6e-05"
"2093","GO:1903706","regulation of hemopoiesis","5.9e-05"
"2094","GO:0030097","hemopoiesis","8.2e-05"
"2095","GO:0030217","T cell differentiation","9.0e-05"
"2096","GO:0051252","regulation of RNA metabolic process","0.00013"
"2097","GO:0019219","regulation of nucleobase-containing comp...","0.00016"
"2098","GO:0030099","myeloid cell differentiation","0.00017"
"2099","GO:0044271","cellular nitrogen compound biosynthetic ...","0.00022"
"2100","GO:0018130","heterocycle biosynthetic process","0.00027"
"2101","GO:0048523","negative regulation of cellular process","0.00068"
"2102","GO:0016458","gene silencing","0.00081"
"2103","GO:2000113","negative regulation of cellular macromol...","0.00132"
"2104","GO:0060429","epithelium development","0.00172"
"2105","GO:0010558","negative regulation of macromolecule bio...","0.00173"
"2106","GO:0009890","negative regulation of biosynthetic proc...","0.00187"
"2107","GO:0031327","negative regulation of cellular biosynth...","0.00187"
"2108","GO:0030855","epithelial cell differentiation","0.00243"
"2109","GO:0060348","bone development","0.00264"
"2110","GO:1901990","regulation of mitotic cell cycle phase t...","0.00282"
"2111","GO:0006396","RNA processing","0.0052"
"2112","GO:0000375","RNA splicing, via transesterification re...","0.0073"
"2113","GO:0000377","RNA splicing, via transesterification re...","0.0073"
"2114","GO:0000398","mRNA splicing, via spliceosome","0.0073"
"2115","GO:0008380","RNA splicing","0.0073"
"2116","GO:0034660","ncRNA metabolic process","0.0107"
"2117","GO:0055114","oxidation-reduction process","0.0141"
"2118","GO:0022613","ribonucleoprotein complex biogenesis","0.0166"
"2119","GO:0006397","mRNA processing","0.0343"
"2120","GO:0016071","mRNA metabolic process","0.0524"
"2121","GO:0019218","regulation of steroid metabolic process","2.7e-05"
"2122","GO:1901617","organic hydroxy compound biosynthetic pr...","0.00079"
"2123","GO:0050810","regulation of steroid biosynthetic proce...","0.00096"
"2124","GO:0006476","protein deacetylation","0.00204"
"2125","GO:0046165","alcohol biosynthetic process","0.00340"
"2126","GO:0035601","protein deacylation","0.00349"
"2127","GO:0098732","macromolecule deacylation","0.00349"
"2128","GO:0031330","negative regulation of cellular cataboli...","0.00405"
"2129","GO:0008202","steroid metabolic process","0.00416"
"2130","GO:0032922","circadian regulation of gene expression","0.00431"
"2131","GO:0065008","regulation of biological quality","0.01"
"2132","GO:0006810","transport","0.11"
"2133","GO:0051234","establishment of localization","0.11"
"2134","GO:0065007","biological regulation","0.14"
"2135","GO:0008104","protein localization","0.24"
"2136","GO:0015031","protein transport","0.24"
"2137","GO:0015833","peptide transport","0.24"
"2138","GO:0042886","amide transport","0.24"
"2139","GO:0045184","establishment of protein localization","0.24"
"2140","GO:0022607","cellular component assembly","0.27"
"2141","GO:0051276","chromosome organization","0.022"
"2142","GO:1901564","organonitrogen compound metabolic proces...","0.023"
"2143","GO:0045892","negative regulation of transcription, DN...","0.027"
"2144","GO:0045934","negative regulation of nucleobase-contai...","0.027"
"2145","GO:0051253","negative regulation of RNA metabolic pro...","0.027"
"2146","GO:1902679","negative regulation of RNA biosynthetic ...","0.027"
"2147","GO:1903507","negative regulation of nucleic acid-temp...","0.027"
"2148","GO:0048514","blood vessel morphogenesis","0.049"
"2149","GO:0010628","positive regulation of gene expression","0.073"
"2150","GO:0009891","positive regulation of biosynthetic proc...","0.083"
"2151","GO:0016070","RNA metabolic process","0.00082"
"2152","GO:0017148","negative regulation of translation","0.00146"
"2153","GO:0034249","negative regulation of cellular amide me...","0.00146"
"2154","GO:0001764","neuron migration","0.00175"
"2155","GO:0008380","RNA splicing","0.00182"
"2156","GO:0006397","mRNA processing","0.00221"
"2157","GO:0009892","negative regulation of metabolic process","0.00233"
"2158","GO:0016071","mRNA metabolic process","0.00237"
"2159","GO:0010467","gene expression","0.00255"
"2160","GO:0006725","cellular aromatic compound metabolic pro...","0.00271"
"2161","GO:0044267","cellular protein metabolic process","0.034"
"2162","GO:0051716","cellular response to stimulus","0.065"
"2163","GO:0019538","protein metabolic process","0.067"
"2164","GO:0048518","positive regulation of biological proces...","0.067"
"2165","GO:1901564","organonitrogen compound metabolic proces...","0.067"
"2166","GO:0050896","response to stimulus","0.070"
"2167","GO:0048522","positive regulation of cellular process","0.083"
"2168","GO:0007154","cell communication","0.168"
"2169","GO:0007165","signal transduction","0.168"
"2170","GO:0023052","signaling","0.168"
"2171","GO:0007409","axonogenesis","0.0062"
"2172","GO:0061564","axon development","0.0062"
"2173","GO:0000904","cell morphogenesis involved in different...","0.0069"
"2174","GO:0000902","cell morphogenesis","0.0094"
"2175","GO:0019725","cellular homeostasis","0.0095"
"2176","GO:0032989","cellular component morphogenesis","0.0124"
"2177","GO:0050794","regulation of cellular process","0.0131"
"2178","GO:0048468","cell development","0.0178"
"2179","GO:0007411","axon guidance","0.0184"
"2180","GO:0097485","neuron projection guidance","0.0184"
"2181","GO:0043604","amide biosynthetic process","0.0081"
"2182","GO:0007224","smoothened signaling pathway","0.0123"
"2183","GO:0009266","response to temperature stimulus","0.0205"
"2184","GO:0002262","myeloid cell homeostasis","0.0214"
"2185","GO:0043603","cellular amide metabolic process","0.0276"
"2186","GO:0019884","antigen processing and presentation of e...","0.0329"
"2187","GO:0032147","activation of protein kinase activity","0.0338"
"2188","GO:0043043","peptide biosynthetic process","0.0347"
"2189","GO:0048524","positive regulation of viral process","0.0397"
"2190","GO:0010467","gene expression","0.0410"
"2191","GO:0008150","biological_process","1"
"2192","GO:0009987","cellular process","1"
"2193",NA,NA,"NA"
"2194",NA,NA,"NA"
"2195",NA,NA,"NA"
"2196",NA,NA,"NA"
"2197",NA,NA,"NA"
"2198",NA,NA,"NA"
"2199",NA,NA,"NA"
"2200",NA,NA,"NA"
"2201","GO:0002376","immune system process","0.00021"
"2202","GO:0044260","cellular macromolecule metabolic process","0.00028"
"2203","GO:0002521","leukocyte differentiation","0.00032"
"2204","GO:0006955","immune response","0.00035"
"2205","GO:0043170","macromolecule metabolic process","0.00035"
"2206","GO:2000026","regulation of multicellular organismal d...","0.00039"
"2207","GO:0044237","cellular metabolic process","0.00041"
"2208","GO:0071704","organic substance metabolic process","0.00042"
"2209","GO:0010558","negative regulation of macromolecule bio...","0.00044"
"2210","GO:0030098","lymphocyte differentiation","0.00046"
"2211","GO:0032270","positive regulation of cellular protein ...","0.013"
"2212","GO:0051247","positive regulation of protein metabolic...","0.013"
"2213","GO:0007596","blood coagulation","0.021"
"2214","GO:0007599","hemostasis","0.021"
"2215","GO:0050817","coagulation","0.021"
"2216","GO:0001934","positive regulation of protein phosphory...","0.034"
"2217","GO:0031401","positive regulation of protein modificat...","0.034"
"2218","GO:0042327","positive regulation of phosphorylation","0.034"
"2219","GO:0050878","regulation of body fluid levels","0.040"
"2220","GO:0002252","immune effector process","0.042"
"2221","GO:0006807","nitrogen compound metabolic process","0.11"
"2222","GO:0044238","primary metabolic process","0.11"
"2223","GO:0043170","macromolecule metabolic process","0.14"
"2224","GO:0044260","cellular macromolecule metabolic process","0.20"
"2225","GO:0008152","metabolic process","0.25"
"2226","GO:0071704","organic substance metabolic process","0.25"
"2227","GO:0044237","cellular metabolic process","0.38"
"2228","GO:0065007","biological regulation","0.99"
"2229","GO:0008150","biological_process","1.00"
"2230","GO:0009987","cellular process","1.00"
"2231","GO:0090304","nucleic acid metabolic process","0.0079"
"2232","GO:0034641","cellular nitrogen compound metabolic pro...","0.0081"
"2233","GO:0006139","nucleobase-containing compound metabolic...","0.0168"
"2234","GO:0006725","cellular aromatic compound metabolic pro...","0.0168"
"2235","GO:0046483","heterocycle metabolic process","0.0168"
"2236","GO:0009059","macromolecule biosynthetic process","0.0199"
"2237","GO:0034645","cellular macromolecule biosynthetic proc...","0.0199"
"2238","GO:0006357","regulation of transcription by RNA polym...","0.0204"
"2239","GO:0006366","transcription by RNA polymerase II","0.0208"
"2240","GO:0006351","transcription, DNA-templated","0.0210"
"2241","GO:0008150","biological_process","1"
"2242","GO:0009987","cellular process","1"
"2243",NA,NA,"NA"
"2244",NA,NA,"NA"
"2245",NA,NA,"NA"
"2246",NA,NA,"NA"
"2247",NA,NA,"NA"
"2248",NA,NA,"NA"
"2249",NA,NA,"NA"
"2250",NA,NA,"NA"
"2251","GO:0030097","hemopoiesis","0.0046"
"2252","GO:0048534","hematopoietic or lymphoid organ developm...","0.0046"
"2253","GO:0046649","lymphocyte activation","0.0074"
"2254","GO:0042110","T cell activation","0.0084"
"2255","GO:0002520","immune system development","0.0102"
"2256","GO:0042592","homeostatic process","0.0121"
"2257","GO:0043170","macromolecule metabolic process","0.0143"
"2258","GO:0044281","small molecule metabolic process","0.0158"
"2259","GO:0030098","lymphocyte differentiation","0.0166"
"2260","GO:0065007","biological regulation","0.0184"
"2261","GO:0032990","cell part morphogenesis","0.0011"
"2262","GO:0048858","cell projection morphogenesis","0.0011"
"2263","GO:0120039","plasma membrane bounded cell projection ...","0.0011"
"2264","GO:0048812","neuron projection morphogenesis","0.0019"
"2265","GO:0032989","cellular component morphogenesis","0.0084"
"2266","GO:0000165","MAPK cascade","0.0085"
"2267","GO:0023014","signal transduction by protein phosphory...","0.0085"
"2268","GO:0022603","regulation of anatomical structure morph...","0.0107"
"2269","GO:0000902","cell morphogenesis","0.0118"
"2270","GO:0046649","lymphocyte activation","0.0136"
"2271","GO:0045595","regulation of cell differentiation","0.0016"
"2272","GO:0006952","defense response","0.0020"
"2273","GO:1901700","response to oxygen-containing compound","0.0021"
"2274","GO:1901701","cellular response to oxygen-containing c...","0.0022"
"2275","GO:0002695","negative regulation of leukocyte activat...","0.0033"
"2276","GO:0050866","negative regulation of cell activation","0.0033"
"2277","GO:0002694","regulation of leukocyte activation","0.0033"
"2278","GO:0050865","regulation of cell activation","0.0033"
"2279","GO:0032989","cellular component morphogenesis","0.0034"
"2280","GO:0045619","regulation of lymphocyte differentiation","0.0039"
"2281","GO:0010243","response to organonitrogen compound","0.013"
"2282","GO:0014070","response to organic cyclic compound","0.013"
"2283","GO:1901698","response to nitrogen compound","0.013"
"2284","GO:0003006","developmental process involved in reprod...","0.018"
"2285","GO:0051716","cellular response to stimulus","0.018"
"2286","GO:0042493","response to drug","0.020"
"2287","GO:0007186","G protein-coupled receptor signaling pat...","0.025"
"2288","GO:0070887","cellular response to chemical stimulus","0.033"
"2289","GO:0000003","reproduction","0.039"
"2290","GO:0022414","reproductive process","0.039"
"2291","GO:0065007","biological regulation","0.0085"
"2292","GO:0050794","regulation of cellular process","0.0109"
"2293","GO:0080090","regulation of primary metabolic process","0.0126"
"2294","GO:0060255","regulation of macromolecule metabolic pr...","0.0136"
"2295","GO:0051171","regulation of nitrogen compound metaboli...","0.0163"
"2296","GO:0031323","regulation of cellular metabolic process","0.0177"
"2297","GO:0044267","cellular protein metabolic process","0.0183"
"2298","GO:0050789","regulation of biological process","0.0202"
"2299","GO:0065008","regulation of biological quality","0.0221"
"2300","GO:0006464","cellular protein modification process","0.0238"
"2301","GO:0044419","interspecies interaction between organis...","0.07"
"2302","GO:0006082","organic acid metabolic process","0.13"
"2303","GO:0019752","carboxylic acid metabolic process","0.13"
"2304","GO:0043436","oxoacid metabolic process","0.13"
"2305","GO:0009887","animal organ morphogenesis","0.15"
"2306","GO:0006952","defense response","0.18"
"2307","GO:0006950","response to stress","0.18"
"2308","GO:0048513","animal organ development","0.21"
"2309","GO:0007399","nervous system development","0.21"
"2310","GO:0048731","system development","0.24"
"2311","GO:0010646","regulation of cell communication","0.053"
"2312","GO:0023051","regulation of signaling","0.053"
"2313","GO:0048583","regulation of response to stimulus","0.053"
"2314","GO:0044267","cellular protein metabolic process","0.068"
"2315","GO:0019538","protein metabolic process","0.099"
"2316","GO:1901564","organonitrogen compound metabolic proces...","0.099"
"2317","GO:0007165","signal transduction","0.208"
"2318","GO:0048519","negative regulation of biological proces...","0.227"
"2319","GO:0007154","cell communication","0.264"
"2320","GO:0023052","signaling","0.264"
"2321","GO:0043933","protein-containing complex subunit organ...","0.0014"
"2322","GO:0065003","protein-containing complex assembly","0.0048"
"2323","GO:0030154","cell differentiation","0.0064"
"2324","GO:0048869","cellular developmental process","0.0123"
"2325","GO:0019219","regulation of nucleobase-containing comp...","0.0224"
"2326","GO:0006355","regulation of transcription, DNA-templat...","0.0255"
"2327","GO:1903506","regulation of nucleic acid-templated tra...","0.0255"
"2328","GO:2001141","regulation of RNA biosynthetic process","0.0255"
"2329","GO:0051252","regulation of RNA metabolic process","0.0352"
"2330","GO:0022607","cellular component assembly","0.0364"
"2331","GO:0002790","peptide secretion","0.0019"
"2332","GO:0002791","regulation of peptide secretion","0.0019"
"2333","GO:0009306","protein secretion","0.0019"
"2334","GO:0035592","establishment of protein localization to...","0.0019"
"2335","GO:0050708","regulation of protein secretion","0.0019"
"2336","GO:0071692","protein localization to extracellular re...","0.0019"
"2337","GO:0031329","regulation of cellular catabolic process","0.0042"
"2338","GO:0032880","regulation of protein localization","0.0048"
"2339","GO:0051223","regulation of protein transport","0.0094"
"2340","GO:0070201","regulation of establishment of protein l...","0.0094"
"2341","GO:0019538","protein metabolic process","0.0024"
"2342","GO:1901564","organonitrogen compound metabolic proces...","0.0032"
"2343","GO:0006464","cellular protein modification process","0.0073"
"2344","GO:0036211","protein modification process","0.0073"
"2345","GO:0043412","macromolecule modification","0.0073"
"2346","GO:0044267","cellular protein metabolic process","0.0077"
"2347","GO:0051247","positive regulation of protein metabolic...","0.0087"
"2348","GO:0006807","nitrogen compound metabolic process","0.0160"
"2349","GO:0032270","positive regulation of cellular protein ...","0.0160"
"2350","GO:0043066","negative regulation of apoptotic process","0.0199"
"2351","GO:0006915","apoptotic process","0.043"
"2352","GO:0008219","cell death","0.043"
"2353","GO:0012501","programmed cell death","0.043"
"2354","GO:0051338","regulation of transferase activity","0.059"
"2355","GO:0043549","regulation of kinase activity","0.077"
"2356","GO:1901566","organonitrogen compound biosynthetic pro...","0.083"
"2357","GO:0045859","regulation of protein kinase activity","0.098"
"2358","GO:0006793","phosphorus metabolic process","0.109"
"2359","GO:0031324","negative regulation of cellular metaboli...","0.117"
"2360","GO:0051172","negative regulation of nitrogen compound...","0.117"
"2361","GO:0044260","cellular macromolecule metabolic process","0.28"
"2362","GO:0044238","primary metabolic process","0.31"
"2363","GO:0006807","nitrogen compound metabolic process","0.35"
"2364","GO:0043170","macromolecule metabolic process","0.52"
"2365","GO:0050896","response to stimulus","0.53"
"2366","GO:0051716","cellular response to stimulus","0.53"
"2367","GO:0008152","metabolic process","0.67"
"2368","GO:0044237","cellular metabolic process","0.67"
"2369","GO:0071704","organic substance metabolic process","0.67"
"2370","GO:0050794","regulation of cellular process","0.87"
"2371","GO:0018130","heterocycle biosynthetic process","0.0069"
"2372","GO:0019438","aromatic compound biosynthetic process","0.0069"
"2373","GO:0034654","nucleobase-containing compound biosynthe...","0.0069"
"2374","GO:0006366","transcription by RNA polymerase II","0.0129"
"2375","GO:1901362","organic cyclic compound biosynthetic pro...","0.0176"
"2376","GO:0044249","cellular biosynthetic process","0.0214"
"2377","GO:0006357","regulation of transcription by RNA polym...","0.0246"
"2378","GO:0006351","transcription, DNA-templated","0.0256"
"2379","GO:0032774","RNA biosynthetic process","0.0256"
"2380","GO:0097659","nucleic acid-templated transcription","0.0256"
"2381","GO:0008150","biological_process","1"
"2382","GO:0009987","cellular process","1"
"2383",NA,NA,"NA"
"2384",NA,NA,"NA"
"2385",NA,NA,"NA"
"2386",NA,NA,"NA"
"2387",NA,NA,"NA"
"2388",NA,NA,"NA"
"2389",NA,NA,"NA"
"2390",NA,NA,"NA"
"2391","GO:0098742","cell-cell adhesion via plasma-membrane a...","0.00049"
"2392","GO:0007156","homophilic cell adhesion via plasma memb...","0.00095"
"2393","GO:0051094","positive regulation of developmental pro...","0.00098"
"2394","GO:0048522","positive regulation of cellular process","0.00114"
"2395","GO:0048699","generation of neurons","0.00211"
"2396","GO:0048518","positive regulation of biological proces...","0.00229"
"2397","GO:2000026","regulation of multicellular organismal d...","0.00285"
"2398","GO:0006950","response to stress","0.00339"
"2399","GO:0022008","neurogenesis","0.00393"
"2400","GO:0045595","regulation of cell differentiation","0.00432"
"2401","GO:0007156","homophilic cell adhesion via plasma memb...","3.8e-06"
"2402","GO:0098742","cell-cell adhesion via plasma-membrane a...","3.8e-06"
"2403","GO:0098609","cell-cell adhesion","1.5e-05"
"2404","GO:0007155","cell adhesion","4.8e-05"
"2405","GO:0022610","biological adhesion","4.8e-05"
"2406","GO:0007399","nervous system development","0.0033"
"2407","GO:0051172","negative regulation of nitrogen compound...","0.1066"
"2408","GO:0045184","establishment of protein localization","0.1081"
"2409","GO:0071705","nitrogen compound transport","0.1081"
"2410","GO:0071702","organic substance transport","0.1138"
"2411","GO:0097435","supramolecular fiber organization","0.024"
"2412","GO:0010035","response to inorganic substance","0.027"
"2413","GO:0051704","multi-organism process","0.081"
"2414","GO:0050877","nervous system process","0.085"
"2415","GO:0003008","system process","0.104"
"2416","GO:0007010","cytoskeleton organization","0.110"
"2417","GO:0044703","multi-organism reproductive process","0.113"
"2418","GO:1902533","positive regulation of intracellular sig...","0.132"
"2419","GO:0048519","negative regulation of biological proces...","0.136"
"2420","GO:0009636","response to toxic substance","0.151"
"2421","GO:1901566","organonitrogen compound biosynthetic pro...","0.043"
"2422","GO:0007005","mitochondrion organization","0.049"
"2423","GO:0044281","small molecule metabolic process","0.092"
"2424","GO:0006955","immune response","0.112"
"2425","GO:0044419","interspecies interaction between organis...","0.127"
"2426","GO:0009056","catabolic process","0.140"
"2427","GO:0009888","tissue development","0.167"
"2428","GO:0016043","cellular component organization","0.186"
"2429","GO:0071840","cellular component organization or bioge...","0.186"
"2430","GO:0032501","multicellular organismal process","0.192"
"2431","GO:0015833","peptide transport","0.0088"
"2432","GO:0042886","amide transport","0.0088"
"2433","GO:0071705","nitrogen compound transport","0.0127"
"2434","GO:0015031","protein transport","0.0144"
"2435","GO:0071702","organic substance transport","0.0203"
"2436","GO:0046907","intracellular transport","0.0334"
"2437","GO:0051649","establishment of localization in cell","0.0373"
"2438","GO:0045184","establishment of protein localization","0.0382"
"2439","GO:0006928","movement of cell or subcellular componen...","0.0455"
"2440","GO:0070887","cellular response to chemical stimulus","0.0662"
"2441","GO:0032502","developmental process","0.077"
"2442","GO:0048856","anatomical structure development","0.077"
"2443","GO:0007049","cell cycle","0.089"
"2444","GO:0048513","animal organ development","0.106"
"2445","GO:0009987","cellular process","0.148"
"2446","GO:0051716","cellular response to stimulus","0.153"
"2447","GO:0048731","system development","0.153"
"2448","GO:0030154","cell differentiation","0.172"
"2449","GO:0031325","positive regulation of cellular metaboli...","0.212"
"2450","GO:0007154","cell communication","0.220"
"2451","GO:0008219","cell death","0.0022"
"2452","GO:0012501","programmed cell death","0.0022"
"2453","GO:0065009","regulation of molecular function","0.0026"
"2454","GO:0050790","regulation of catalytic activity","0.0083"
"2455","GO:0006915","apoptotic process","0.0090"
"2456","GO:0051641","cellular localization","0.0102"
"2457","GO:0051128","regulation of cellular component organiz...","0.0208"
"2458","GO:1901564","organonitrogen compound metabolic proces...","0.0304"
"2459","GO:0034613","cellular protein localization","0.0585"
"2460","GO:0070727","cellular macromolecule localization","0.0585"
"2461","GO:0016043","cellular component organization","0.045"
"2462","GO:0071840","cellular component organization or bioge...","0.084"
"2463","GO:0016192","vesicle-mediated transport","0.102"
"2464","GO:0048878","chemical homeostasis","0.132"
"2465","GO:0046903","secretion","0.134"
"2466","GO:0048584","positive regulation of response to stimu...","0.134"
"2467","GO:0007275","multicellular organism development","0.164"
"2468","GO:0048856","anatomical structure development","0.164"
"2469","GO:0007399","nervous system development","0.170"
"2470","GO:0006812","cation transport","0.170"
"2471","GO:0009890","negative regulation of biosynthetic proc...","0.0099"
"2472","GO:0010558","negative regulation of macromolecule bio...","0.0099"
"2473","GO:0031327","negative regulation of cellular biosynth...","0.0099"
"2474","GO:2000113","negative regulation of cellular macromol...","0.0099"
"2475","GO:0045892","negative regulation of transcription, DN...","0.0247"
"2476","GO:1902679","negative regulation of RNA biosynthetic ...","0.0247"
"2477","GO:1903507","negative regulation of nucleic acid-temp...","0.0247"
"2478","GO:0051130","positive regulation of cellular componen...","0.0254"
"2479","GO:0010629","negative regulation of gene expression","0.0293"
"2480","GO:0045595","regulation of cell differentiation","0.0377"
"2481","GO:0032879","regulation of localization","0.020"
"2482","GO:0007049","cell cycle","0.031"
"2483","GO:0035556","intracellular signal transduction","0.036"
"2484","GO:0048584","positive regulation of response to stimu...","0.040"
"2485","GO:0048583","regulation of response to stimulus","0.058"
"2486","GO:0006950","response to stress","0.059"
"2487","GO:0018130","heterocycle biosynthetic process","0.075"
"2488","GO:0019438","aromatic compound biosynthetic process","0.075"
"2489","GO:0034654","nucleobase-containing compound biosynthe...","0.075"
"2490","GO:1901362","organic cyclic compound biosynthetic pro...","0.075"
"2491","GO:0030163","protein catabolic process","0.0039"
"2492","GO:0044403","symbiotic process","0.0061"
"2493","GO:1901575","organic substance catabolic process","0.0067"
"2494","GO:0016032","viral process","0.0099"
"2495","GO:0044265","cellular macromolecule catabolic process","0.0110"
"2496","GO:1901565","organonitrogen compound catabolic proces...","0.0269"
"2497","GO:0009057","macromolecule catabolic process","0.0284"
"2498","GO:0044419","interspecies interaction between organis...","0.0434"
"2499","GO:0009056","catabolic process","0.0446"
"2500","GO:0048513","animal organ development","0.0506"
"2501","GO:0044087","regulation of cellular component biogene...","0.026"
"2502","GO:0007010","cytoskeleton organization","0.065"
"2503","GO:0006928","movement of cell or subcellular componen...","0.113"
"2504","GO:0040011","locomotion","0.154"
"2505","GO:0009888","tissue development","0.158"
"2506","GO:0022607","cellular component assembly","0.173"
"2507","GO:0044085","cellular component biogenesis","0.223"
"2508","GO:0033043","regulation of organelle organization","0.247"
"2509","GO:0007268","chemical synaptic transmission","0.319"
"2510","GO:0098916","anterograde trans-synaptic signaling","0.319"
"2511","GO:0042592","homeostatic process","0.0030"
"2512","GO:0051050","positive regulation of transport","0.0045"
"2513","GO:0048878","chemical homeostasis","0.0067"
"2514","GO:0032879","regulation of localization","0.0074"
"2515","GO:0048513","animal organ development","0.0129"
"2516","GO:0007166","cell surface receptor signaling pathway","0.0157"
"2517","GO:0006812","cation transport","0.0332"
"2518","GO:0002682","regulation of immune system process","0.0335"
"2519","GO:0051241","negative regulation of multicellular org...","0.0492"
"2520","GO:0007275","multicellular organism development","0.0494"
"2521","GO:0010941","regulation of cell death","0.0032"
"2522","GO:0043067","regulation of programmed cell death","0.0032"
"2523","GO:0042981","regulation of apoptotic process","0.0048"
"2524","GO:0009887","animal organ morphogenesis","0.0103"
"2525","GO:0043069","negative regulation of programmed cell d...","0.0110"
"2526","GO:0060548","negative regulation of cell death","0.0110"
"2527","GO:0043066","negative regulation of apoptotic process","0.0178"
"2528","GO:0008219","cell death","0.0210"
"2529","GO:0009653","anatomical structure morphogenesis","0.0210"
"2530","GO:0012501","programmed cell death","0.0210"
"2531","GO:0048568","embryonic organ development","0.0059"
"2532","GO:0042063","gliogenesis","0.0073"
"2533","GO:0015672","monovalent inorganic cation transport","0.0075"
"2534","GO:0048705","skeletal system morphogenesis","0.0136"
"2535","GO:0010001","glial cell differentiation","0.0193"
"2536","GO:0098655","cation transmembrane transport","0.0228"
"2537","GO:0098660","inorganic ion transmembrane transport","0.0228"
"2538","GO:0098662","inorganic cation transmembrane transport","0.0228"
"2539","GO:0045055","regulated exocytosis","0.0396"
"2540","GO:0048598","embryonic morphogenesis","0.0421"
"2541","GO:0007015","actin filament organization","0.0025"
"2542","GO:0008284","positive regulation of cell population p...","0.0065"
"2543","GO:0051146","striated muscle cell differentiation","0.0194"
"2544","GO:0030029","actin filament-based process","0.0244"
"2545","GO:0051345","positive regulation of hydrolase activit...","0.0247"
"2546","GO:0042110","T cell activation","0.0251"
"2547","GO:0006468","protein phosphorylation","0.0276"
"2548","GO:0030036","actin cytoskeleton organization","0.0357"
"2549","GO:0006897","endocytosis","0.0384"
"2550","GO:0010975","regulation of neuron projection developm...","0.0392"
"2551","GO:0050794","regulation of cellular process","0.43"
"2552","GO:0043170","macromolecule metabolic process","0.59"
"2553","GO:0044260","cellular macromolecule metabolic process","0.59"
"2554","GO:0050789","regulation of biological process","0.68"
"2555","GO:0065007","biological regulation","0.68"
"2556","GO:0019222","regulation of metabolic process","0.74"
"2557","GO:0044238","primary metabolic process","0.74"
"2558","GO:0008152","metabolic process","0.87"
"2559","GO:0044237","cellular metabolic process","0.87"
"2560","GO:0071704","organic substance metabolic process","0.87"
"2561","GO:0019538","protein metabolic process","0.035"
"2562","GO:1901564","organonitrogen compound metabolic proces...","0.035"
"2563","GO:0044267","cellular protein metabolic process","0.079"
"2564","GO:0050896","response to stimulus","0.329"
"2565","GO:0051716","cellular response to stimulus","0.411"
"2566","GO:0048522","positive regulation of cellular process","0.448"
"2567","GO:0044238","primary metabolic process","0.456"
"2568","GO:0010604","positive regulation of macromolecule met...","0.487"
"2569","GO:0031325","positive regulation of cellular metaboli...","0.487"
"2570","GO:0051173","positive regulation of nitrogen compound...","0.487"
"2571","GO:1901700","response to oxygen-containing compound","0.023"
"2572","GO:0006082","organic acid metabolic process","0.023"
"2573","GO:0019752","carboxylic acid metabolic process","0.023"
"2574","GO:0043436","oxoacid metabolic process","0.023"
"2575","GO:0044281","small molecule metabolic process","0.036"
"2576","GO:0009056","catabolic process","0.085"
"2577","GO:0009719","response to endogenous stimulus","0.092"
"2578","GO:1901565","organonitrogen compound catabolic proces...","0.163"
"2579","GO:0008104","protein localization","0.177"
"2580","GO:0044248","cellular catabolic process","0.197"
"2581","GO:0034622","cellular protein-containing complex asse...","0.0076"
"2582","GO:0030522","intracellular receptor signaling pathway","0.0090"
"2583","GO:0098542","defense response to other organism","0.0105"
"2584","GO:0009755","hormone-mediated signaling pathway","0.0120"
"2585","GO:1901214","regulation of neuron death","0.0123"
"2586","GO:0019538","protein metabolic process","0.0132"
"2587","GO:0045087","innate immune response","0.0151"
"2588","GO:0006396","RNA processing","0.0163"
"2589","GO:0043401","steroid hormone mediated signaling pathw...","0.0219"
"2590","GO:0072593","reactive oxygen species metabolic proces...","0.0226"
